当前日期: 2020/07/06 周一 						
输入新日期: (年月日) 						
当前时间: 16:08:27.90						
输入新时间: 						
						
数据类型: i (正态分布)						
	冒泡排序	选择排序	快速排序			
	00012009 403 79 83 77 88 76					
	00004501 403 83 72 75 87 86					
16384	0.115	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00002927 413 80 77 85 86 85					
	00004378 410 78 76 83 86 87					
	00004615 407 82 85 78 81 81					
	00007169 405 84 86 77 84 74					
	00001154 405 92 83 81 70 79					
	00004556 405 89 73 79 78 86					
	00010457 404 87 84 81 76 76					
	00004501 403 83 72 75 87 86					
	00012868 403 80 79 84 93 67					
	00012009 403 79 83 77 88 76					
16384	0.004	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00002927 413 80 77 85 86 85					
	00004378 410 78 76 83 86 87					
	00004615 407 82 85 78 81 81					
	00001154 405 92 83 81 70 79					
	00007169 405 84 86 77 84 74					
	00004556 405 89 73 79 78 86					
	00010457 404 87 84 81 76 76					
	00004501 403 83 72 75 87 86					
	00012009 403 79 83 77 88 76					
	00012868 403 80 79 84 93 67					
32768	2.86	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00032457 415 85 87 84 75 84					
	00007752 415 84 86 83 72 90					
	00001367 415 81 77 85 93 79					
	00011244 411 80 77 88 82 84					
	00000839 411 76 84 81 86 84					
	00028115 410 78 75 88 81 88					
	00028858 409 84 81 82 84 78					
	00018275 409 84 78 83 75 89					
	00020910 408 74 74 86 90 84					
	00025537 406 74 79 91 81 81					
32768	0.475	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00001367 415 81 77 85 93 79					
	00007752 415 84 86 83 72 90					
	00032457 415 85 87 84 75 84					
	00000839 411 76 84 81 86 84					
	00011244 411 80 77 88 82 84					
	00028115 410 78 75 88 81 88					
	00018275 409 84 78 83 75 89					
	00028858 409 84 81 82 84 78					
	00020910 408 74 74 86 90 84					
	00017621 406 80 75 84 86 81					
32768	0.019	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00007752 415 84 86 83 72 90					
	00001367 415 81 77 85 93 79					
	00032457 415 85 87 84 75 84					
	00000839 411 76 84 81 86 84					
	00011244 411 80 77 88 82 84					
	00028115 410 78 75 88 81 88					
	00028858 409 84 81 82 84 78					
	00018275 409 84 78 83 75 89					
	00020910 408 74 74 86 90 84					
	00017621 406 80 75 84 86 81					
65536	11.881	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00037608 423 92 80 91 87 73					
	00000269 417 84 88 82 85 78					
	00000280 413 81 83 83 78 88					
	00045009 410 88 84 91 75 72					
	00019041 410 71 82 92 77 88					
	00004123 409 82 80 82 74 91					
	00055344 408 70 80 89 81 88					
	00036870 408 90 63 85 84 86					
	00033631 408 87 84 81 80 76					
	00025060 408 85 90 78 76 79					
65536	1.97	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00037608 423 92 80 91 87 73					
	00000269 417 84 88 82 85 78					
	00000280 413 81 83 83 78 88					
	00019041 410 71 82 92 77 88					
	00045009 410 88 84 91 75 72					
	00004123 409 82 80 82 74 91					
	00025060 408 85 90 78 76 79					
	00033631 408 87 84 81 80 76					
	00006446 408 82 81 79 83 83					
	00036870 408 90 63 85 84 86					
65536	0.076	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00037608 423 92 80 91 87 73					
	00000269 417 84 88 82 85 78					
	00000280 413 81 83 83 78 88					
	00019041 410 71 82 92 77 88					
	00045009 410 88 84 91 75 72					
	00004123 409 82 80 82 74 91					
	00006446 408 82 81 79 83 83					
	00036870 408 90 63 85 84 86					
	00025060 408 85 90 78 76 79					
	00055344 408 70 80 89 81 88					
当前时间: 16:11:43.43						
输入新时间: 						
